,sentence,paraphrase_word
12253,tom *wept* .,moaned
12254,tom *wept* .,grumbled
12255,tom *wept* .,groaned
12256,tom *wept* .,cried
12257,tom *wept* .,called
12258,tom *wept* .,screamed
12259,tom *wept* .,phoned
12260,tom *wept* .,yelled
12261,tom *wept* .,grunted
12262,tom *wept* .,shouted
12263,tom *wept* .,whispered
12264,tom *wept* .,whimpered
12265,tom *wept* .,mumbled
12266,tom *wept* .,screams
12267,tom *started* to cry .,began
12268,tom started to *cry* .,scream
12269,tom *is* crying .,started
12270,tom *is* crying .,was
12271,tom is *crying* .,yelling
12272,tom *is* crying .,'s
12273,tom is *crying* .,screaming
12274,tom *is* crying .,began
12275,tom is *yelling* .,crying
12276,tom *is* yelling .,'s
12277,tom is *yelling* .,screaming
12278,tom *is* yelling .,started
12279,tom *is* yelling .,was
12280,tom *'s* crying .,started
12281,tom *'s* crying .,was
12282,tom *'s* crying .,is
12283,tom 's *crying* .,screaming
12284,tom 's *crying* .,yelling
12285,tom *'s* crying .,began
12286,tom 's *screaming* .,crying
12287,tom 's *screaming* .,yelling
12288,tom *'s* screaming .,is
12289,tom *'s* screaming .,began
12290,tom *'s* screaming .,started
12291,tom *'s* screaming .,was
12292,tom *'s* yelling .,is
12293,tom 's *yelling* .,crying
12294,tom 's *yelling* .,screaming
12295,tom *'s* yelling .,started
12296,tom *'s* yelling .,was
12297,tom *sighed* .,wept
12298,tom *sighed* .,moaned
12299,tom *sighed* .,grumbled
12300,tom *sighed* .,groaned
12301,tom *sighed* .,cried
12302,tom *sighed* .,called
12303,tom *sighed* .,screamed
12304,tom *sighed* .,phoned
12305,tom *sighed* .,yelled
12306,tom *sighed* .,grunted
12307,tom *sighed* .,shouted
12308,tom *sighed* .,whispered
12309,tom *sighed* .,whimpered
12310,tom *sighed* .,mumbled
12311,tom *sighed* .,screams
12312,tom *moaned* .,wept
12313,tom *moaned* .,sighed
12314,tom *moaned* .,grumbled
12315,tom *moaned* .,groaned
12316,tom *moaned* .,cried
12317,tom *moaned* .,called
12318,tom *moaned* .,screamed
12319,tom *moaned* .,phoned
12320,tom *moaned* .,yelled
12321,tom *moaned* .,grunted
12322,tom *moaned* .,shouted
12323,tom *moaned* .,whispered
12324,tom *moaned* .,whimpered
12325,tom *moaned* .,mumbled
12326,tom *moaned* .,screams
12327,tom *grumbled* .,wept
12328,tom *grumbled* .,sighed
12329,tom *grumbled* .,moaned
12330,tom *grumbled* .,groaned
12331,tom *grumbled* .,cried
12332,tom *grumbled* .,called
12333,tom *grumbled* .,screamed
12334,tom *grumbled* .,phoned
12335,tom *grumbled* .,yelled
12336,tom *grumbled* .,grunted
12337,tom *grumbled* .,shouted
12338,tom *grumbled* .,whispered
12339,tom *grumbled* .,whimpered
12340,tom *grumbled* .,mumbled
12341,tom *grumbled* .,screams
12342,tom *groaned* .,wept
12343,tom *groaned* .,sighed
12344,tom *groaned* .,moaned
12345,tom *groaned* .,grumbled
12346,tom *groaned* .,cried
12347,tom *groaned* .,called
12348,tom *groaned* .,screamed
12349,tom *groaned* .,phoned
12350,tom *groaned* .,yelled
12351,tom *groaned* .,grunted
12352,tom *groaned* .,shouted
12353,tom *groaned* .,whispered
12354,tom *groaned* .,whimpered
12355,tom *groaned* .,mumbled
12356,tom *groaned* .,screams
12357,tom *cried* .,wept
12358,tom *cried* .,sighed
12359,tom *cried* .,moaned
12360,tom *cried* .,grumbled
12361,tom *cried* .,groaned
12362,tom *cried* .,called
12363,tom *cried* .,screamed
12364,tom *cried* .,phoned
12365,tom *cried* .,yelled
12366,tom *cried* .,grunted
12367,tom *cried* .,shouted
12368,tom *cried* .,whispered
12369,tom *cried* .,whimpered
12370,tom *cried* .,mumbled
12371,tom *cried* .,screams
12372,tom *called* .,wept
12373,tom *called* .,sighed
12374,tom *called* .,moaned
12375,tom *called* .,grumbled
12376,tom *called* .,groaned
12377,tom *called* .,cried
12378,tom *called* .,screamed
12379,tom *called* .,phoned
12380,tom *called* .,yelled
12381,tom *called* .,grunted
12382,tom *called* .,shouted
12383,tom *called* .,whispered
12384,tom *called* .,whimpered
12385,tom *called* .,mumbled
12386,tom *called* .,screams
12387,tom *screamed* .,wept
12388,tom *screamed* .,sighed
12389,tom *screamed* .,moaned
12390,tom *screamed* .,grumbled
12391,tom *screamed* .,groaned
12392,tom *screamed* .,cried
12393,tom *screamed* .,called
12394,tom *screamed* .,phoned
12395,tom *screamed* .,yelled
12396,tom *screamed* .,grunted
12397,tom *screamed* .,shouted
12398,tom *screamed* .,whispered
12399,tom *screamed* .,whimpered
12400,tom *screamed* .,mumbled
12401,tom *screamed* .,screams
12402,tom *phoned* .,wept
12403,tom *phoned* .,sighed
12404,tom *phoned* .,moaned
12405,tom *phoned* .,grumbled
12406,tom *phoned* .,groaned
12407,tom *phoned* .,cried
12408,tom *phoned* .,called
12409,tom *phoned* .,screamed
12410,tom *phoned* .,yelled
12411,tom *phoned* .,grunted
12412,tom *phoned* .,shouted
12413,tom *phoned* .,whispered
12414,tom *phoned* .,whimpered
12415,tom *phoned* .,mumbled
12416,tom *phoned* .,screams
12417,tom is *screaming* .,crying
12418,tom is *screaming* .,yelling
12419,tom *is* screaming .,'s
12420,tom *is* screaming .,began
12421,tom *is* screaming .,started
12422,tom *is* screaming .,was
12423,tom *yelled* .,wept
12424,tom *yelled* .,sighed
12425,tom *yelled* .,moaned
12426,tom *yelled* .,grumbled
12427,tom *yelled* .,groaned
12428,tom *yelled* .,cried
12429,tom *yelled* .,called
12430,tom *yelled* .,screamed
12431,tom *yelled* .,phoned
12432,tom *yelled* .,grunted
12433,tom *yelled* .,shouted
12434,tom *yelled* .,whispered
12435,tom *yelled* .,whimpered
12436,tom *yelled* .,mumbled
12437,tom *yelled* .,screams
12438,tom *began* crying .,started
12439,tom *began* crying .,was
12440,tom *began* crying .,is
12441,tom *began* crying .,'s
12442,tom began *crying* .,screaming
12443,tom *began* screaming .,'s
12444,tom *began* screaming .,is
12445,tom began *screaming* .,crying
12446,tom *began* screaming .,started
12447,tom *began* screaming .,was
12448,tom started *groaning* .,crying
12449,tom started *groaning* .,screaming
12450,tom started *groaning* .,sobbing
12451,tom started *groaning* .,whimpering
12452,tom started *groaning* .,whining
12453,tom started *groaning* .,yelling
12454,tom started *screaming* .,crying
12455,tom *started* screaming .,'s
12456,tom *started* screaming .,is
12457,tom *started* screaming .,began
12458,tom started *screaming* .,groaning
12459,tom started *screaming* .,sobbing
12460,tom started *screaming* .,whimpering
12461,tom started *screaming* .,whining
12462,tom started *screaming* .,yelling
12463,tom *started* screaming .,was
12464,tom started *sobbing* .,crying
12465,tom started *sobbing* .,groaning
12466,tom started *sobbing* .,screaming
12467,tom started *sobbing* .,whimpering
12468,tom started *sobbing* .,whining
12469,tom started *sobbing* .,yelling
12470,tom *started* sobbing .,was
12471,tom started *whimpering* .,crying
12472,tom started *whimpering* .,groaning
12473,tom started *whimpering* .,screaming
12474,tom started *whimpering* .,sobbing
12475,tom started *whimpering* .,whining
12476,tom started *whimpering* .,yelling
12477,tom started *whining* .,crying
12478,tom started *whining* .,groaning
12479,tom started *whining* .,screaming
12480,tom started *whining* .,sobbing
12481,tom started *whining* .,whimpering
12482,tom started *whining* .,yelling
12483,tom started *yelling* .,crying
12484,tom *started* yelling .,is
12485,tom *started* yelling .,'s
12486,tom started *yelling* .,groaning
12487,tom started *yelling* .,screaming
12488,tom started *yelling* .,sobbing
12489,tom started *yelling* .,whimpering
12490,tom started *yelling* .,whining
12491,tom *started* yelling .,was
12492,tom was *screaming* .,crying
12493,tom *was* screaming .,'s
12494,tom *was* screaming .,is
12495,tom *was* screaming .,began
12496,tom *was* screaming .,started
12497,tom was *screaming* .,shouting
12498,tom was *screaming* .,sobbing
12499,tom was *screaming* .,moaning
12500,tom was *screaming* .,yelling
12501,tom has *been* crying .,started
12502,tom *grunted* .,wept
12503,tom *grunted* .,sighed
12504,tom *grunted* .,moaned
12505,tom *grunted* .,grumbled
12506,tom *grunted* .,groaned
12507,tom *grunted* .,cried
12508,tom *grunted* .,called
12509,tom *grunted* .,screamed
12510,tom *grunted* .,phoned
12511,tom *grunted* .,yelled
12512,tom *grunted* .,shouted
12513,tom *grunted* .,whispered
12514,tom *grunted* .,whimpered
12515,tom *grunted* .,mumbled
12516,tom *grunted* .,screams
12517,tom *shouted* .,wept
12518,tom *shouted* .,sighed
12519,tom *shouted* .,moaned
12520,tom *shouted* .,grumbled
12521,tom *shouted* .,groaned
12522,tom *shouted* .,cried
12523,tom *shouted* .,called
12524,tom *shouted* .,screamed
12525,tom *shouted* .,phoned
12526,tom *shouted* .,yelled
12527,tom *shouted* .,grunted
12528,tom *shouted* .,whispered
12529,tom *shouted* .,whimpered
12530,tom *shouted* .,mumbled
12531,tom *shouted* .,screams
12532,tom started to *scream* .,cry
12533,tom began to *shout* .,cry
12534,tom *was* crying out .,burst
12535,tom was *shouting* .,crying
12536,tom was *shouting* .,screaming
12537,tom was *shouting* .,sobbing
12538,tom was *shouting* .,moaning
12539,tom was *shouting* .,yelling
12540,tom was *sobbing* .,crying
12541,tom *was* sobbing .,started
12542,tom was *sobbing* .,screaming
12543,tom was *sobbing* .,shouting
12544,tom was *sobbing* .,moaning
12545,tom was *sobbing* .,yelling
12546,tom was *moaning* .,crying
12547,tom was *moaning* .,screaming
12548,tom was *moaning* .,shouting
12549,tom was *moaning* .,sobbing
12550,tom was *moaning* .,yelling
12551,tom *whispered* .,wept
12552,tom *whispered* .,sighed
12553,tom *whispered* .,moaned
12554,tom *whispered* .,grumbled
12555,tom *whispered* .,groaned
12556,tom *whispered* .,cried
12557,tom *whispered* .,called
12558,tom *whispered* .,screamed
12559,tom *whispered* .,phoned
12560,tom *whispered* .,yelled
12561,tom *whispered* .,grunted
12562,tom *whispered* .,shouted
12563,tom *whispered* .,whimpered
12564,tom *whispered* .,mumbled
12565,tom *whispered* .,screams
12566,tom *whimpered* .,wept
12567,tom *whimpered* .,sighed
12568,tom *whimpered* .,moaned
12569,tom *whimpered* .,grumbled
12570,tom *whimpered* .,groaned
12571,tom *whimpered* .,cried
12572,tom *whimpered* .,called
12573,tom *whimpered* .,screamed
12574,tom *whimpered* .,phoned
12575,tom *whimpered* .,yelled
12576,tom *whimpered* .,grunted
12577,tom *whimpered* .,shouted
12578,tom *whimpered* .,whispered
12579,tom *whimpered* .,mumbled
12580,tom *whimpered* .,screams
12581,tom was *yelling* .,crying
12582,tom *was* yelling .,is
12583,tom *was* yelling .,'s
12584,tom *was* yelling .,started
12585,tom was *yelling* .,screaming
12586,tom was *yelling* .,shouting
12587,tom was *yelling* .,sobbing
12588,tom was *yelling* .,moaning
12589,tom has *started* crying .,been
12590,tom *mumbled* .,wept
12591,tom *mumbled* .,sighed
12592,tom *mumbled* .,moaned
12593,tom *mumbled* .,grumbled
12594,tom *mumbled* .,groaned
12595,tom *mumbled* .,cried
12596,tom *mumbled* .,called
12597,tom *mumbled* .,screamed
12598,tom *mumbled* .,phoned
12599,tom *mumbled* .,yelled
12600,tom *mumbled* .,grunted
12601,tom *mumbled* .,shouted
12602,tom *mumbled* .,whispered
12603,tom *mumbled* .,whimpered
12604,tom *mumbled* .,screams
12605,tom *screams* .,wept
12606,tom *screams* .,sighed
12607,tom *screams* .,moaned
12608,tom *screams* .,grumbled
12609,tom *screams* .,groaned
12610,tom *screams* .,cried
12611,tom *screams* .,called
12612,tom *screams* .,screamed
12613,tom *screams* .,phoned
12614,tom *screams* .,yelled
12615,tom *screams* .,grunted
12616,tom *screams* .,shouted
12617,tom *screams* .,whispered
12618,tom *screams* .,whimpered
12619,tom *screams* .,mumbled
12620,i *'m* using twitter .,am
12621,i *am* using twitter .,'m
12622,that was an *evil* bunny .,angry
12623,that was an *angry* bunny .,evil
12624,the president *offered* a new plan .,proposed
12625,the president *proposed* a new plan .,offered
12626,*he* came running .,she
12627,*she* came running .,he
12628,summer is *gone* .,over
12629,summer is *over* .,gone
12630,do you know *his* brother ?,her
12631,do you know *his* brother ?,their
12632,do you know *her* brot*her* ?,his
12633,do you know *her* brot*her* ?,their
12634,do you know *their* brother ?,his
12635,do you know *their* brother ?,her
12636,i usually get up at *six* .,6:00
12637,i usually get up at *6:00* .,six
12638,*my* mother tongue is japanese .,our
12639,japanese is *our* mother tongue .,my
12640,they *quarreled* .,struggled
12641,they *quarreled* .,brawled
12642,they *struggled* .,quarreled
12643,they *struggled* .,brawled
12644,they were *wrangling* .,arguing
12645,they were *wrangling* .,fighting
12646,they were *arguing* .,wrangling
12647,they were *arguing* .,fighting
12648,they were *fighting* .,wrangling
12649,they were *fighting* .,arguing
12650,they *brawled* .,quarreled
12651,they *brawled* .,struggled
12652,tomorrow is *his* day off .,her
12653,tomorrow is *her* day off .,his
12654,tom *continued* walking .,kept
12655,tom *continued* walking .,resumed
12656,tom kept *going* .,walking
12657,tom *kept* walking .,continued
12658,tom kept *walking* .,going
12659,tom *kept* walking .,resumed
12660,tom *resumed* walking .,continued
12661,tom *resumed* walking .,kept
12662,do n't ever give *up* .,in
12663,do n't ever give *in* .,up
12664,he takes a bath *each* morning .,every
12665,he takes a bath *every* morning .,each
12666,where *is* the cafeteria ?,'s
12667,where *'s* the cafeteria ?,is
12668,where 's the *cafeteria* ?,coffee
12669,where 's the *coffee* ?,cafeteria
12670,i *will* teach you .,'ll
12671,i *'ll* teach you .,will
12672,"i *am* looking for a job , sir .",'m
12673,"sir , i *'m* looking for a job .",am
12674,spanish is *her* native language .,their
12675,spanish is *her* native language .,your
12676,spanish is *his* mother tongue .,her
12677,spanish is *her* mot*her* tongue .,his
12678,spanish is *their* native language .,her
12679,spanish is *their* native language .,your
12680,spanish is *your* native language .,her
12681,spanish is *your* native language .,their
12682,have n't you *got* any money ?,do
12683,*do* n't you have any money ?,got
12684,*do* you have some money ?,got
12685,do you have *some* money ?,the
12686,do *you* have money ?,they
12687,do you have *money* ?,cash
